,ID Curvecatch,ProductID,Vendor,Color,Size,VariantID,Variant Barcode,Price,Cost,Model Type,Color Cluster,Vendor Group,Price Tier
839,32,#840,Marie Jo LAventure,Yellow,B90,120826,5.40E+12,63.95,33.29,Heart Shaped  ,Fashion,Van De Velde Group,Medium Tier
840,107,#841,PrimaDonna Twist,White,D80,141970,5.40E+12,79.9,33.29,Full Cup  ,Permanent,Van De Velde Group,High Tier
841,104,#842,PrimaDonna Twist,White,E80,141970,5.40E+12,79.9,33.29,Full Cup  ,Permanent,Van De Velde Group,High Tier
842,118,#843,PrimaDonna Twist,White,G80,141970,5.40E+12,79.9,33.29,Full Cup  ,Permanent,Van De Velde Group,High Tier
843,105,#844,PrimaDonna Twist,White,E85,141970,5.40E+12,79.9,33.29,Full Cup  ,Permanent,Van De Velde Group,High Tier
844,112,#845,PrimaDonna Twist,White,C95,141970,5.40E+12,79.9,33.29,Full Cup  ,Permanent,Van De Velde Group,High Tier
845,109,#846,PrimaDonna Twist,White,D95,141970,5.40E+12,79.9,33.29,Full Cup  ,Permanent,Van De Velde Group,High Tier
846,1289,#847,PrimaDonna Twist,White,E75,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
847,1291,#848,PrimaDonna Twist,White,F75,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
848,1290,#849,PrimaDonna Twist,White,E80,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
849,1284,#850,PrimaDonna Twist,White,H80,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
850,1288,#851,PrimaDonna Twist,White,C85,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
851,1287,#852,PrimaDonna Twist,White,D90,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
852,1285,#853,PrimaDonna Twist,White,C95,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
853,395,#854,PrimaDonna Twist,Rose,E65,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
854,384,#855,PrimaDonna Twist,Rose,H75,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
855,1294,#856,PrimaDonna,Green,D80,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
856,1302,#857,PrimaDonna,Green,E80,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
857,1292,#858,PrimaDonna,Green,C85,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
858,1298,#859,PrimaDonna,Green,D85,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
859,1301,#860,PrimaDonna,Green,E85,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
860,1296,#861,PrimaDonna,Green,D90,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
861,1303,#862,PrimaDonna,Green,E90,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
862,1293,#863,PrimaDonna,Green,C95,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
863,1297,#864,PrimaDonna,Green,D95,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
864,1300,#865,PrimaDonna,Green,E95,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
865,1318,#866,PrimaDonna,Green,C100,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
866,1295,#867,PrimaDonna,Green,D100,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
867,1299,#868,PrimaDonna,Green,E100,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
868,1308,#869,PrimaDonna,Green,F75,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
869,1314,#870,PrimaDonna,Green,G75,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
870,1306,#871,PrimaDonna,Green,F80,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
871,1309,#872,PrimaDonna,Green,G80,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
872,1305,#873,PrimaDonna,Green,F85,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
873,1312,#874,PrimaDonna,Green,G85,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
874,1304,#875,PrimaDonna,Green,F90,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
875,1310,#876,PrimaDonna,Green,G90,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
876,507,#877,PrimaDonna,White,F95,163181,5.40E+12,89.9,37.46,Full Cup  ,Permanent,Van De Velde Group,High Tier
877,1307,#878,PrimaDonna,Green,F95,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
878,1311,#879,PrimaDonna,Green,G95,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
879,1313,#880,PrimaDonna,Green,H95,163181,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
880,151,#881,PrimaDonna,Beige,E75,162121,5.40E+12,86.9,34.76,Full Cup  ,Permanent,Van De Velde Group,High Tier
881,149,#882,PrimaDonna,Taupe,D85,162121,5.40E+12,86.9,34.76,Full Cup  ,Fashion,Van De Velde Group,High Tier
882,154,#883,PrimaDonna,Beige,C90,162121,5.40E+12,86.9,36.21,Full Cup  ,Permanent,Van De Velde Group,High Tier
883,150,#884,PrimaDonna,Beige,D90,162121,5.40E+12,86.9,34.76,Full Cup  ,Permanent,Van De Velde Group,High Tier
884,153,#885,PrimaDonna,Beige,I80,162121,5.40E+12,86.9,34.76,Full Cup  ,Permanent,Van De Velde Group,High Tier
885,155,#886,PrimaDonna,Beige,F95,162121,5.40E+12,86.9,36.21,Full Cup  ,Permanent,Van De Velde Group,High Tier
886,152,#887,PrimaDonna,Beige,G95,162121,5.40E+12,86.9,34.76,Full Cup  ,Permanent,Van De Velde Group,High Tier
887,548,#888,PrimaDonna Twist,Black,E75,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
888,550,#889,PrimaDonna Twist,Black,D80,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
889,534,#890,PrimaDonna Twist,Black,E80,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
890,546,#891,PrimaDonna Twist,Black,H80,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
891,549,#892,PrimaDonna Twist,Black,D85,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
892,535,#893,PrimaDonna Twist,Black,E85,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
893,536,#894,PrimaDonna Twist,Black,F85,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
894,545,#895,PrimaDonna Twist,Black,G85,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
895,543,#896,PrimaDonna Twist,Black,H85,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
896,533,#897,PrimaDonna Twist,Black,C90,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
897,537,#898,PrimaDonna Twist,Black,D90,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
898,541,#899,PrimaDonna Twist,Black,E90,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
899,540,#900,PrimaDonna Twist,Black,F90,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
900,547,#901,PrimaDonna Twist,Black,G90,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
901,542,#902,PrimaDonna Twist,Black,C95,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
902,539,#903,PrimaDonna Twist,Black,D95,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
903,551,#904,PrimaDonna Twist,Black,F95,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
904,544,#905,PrimaDonna Twist,Black,D100,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
905,532,#906,PrimaDonna Twist,Black,E100,141970,5.40E+12,79.9,31.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
906,561,#907,PrimaDonna Twist,Black,D70,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
907,555,#908,PrimaDonna Twist,Black,E70,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
908,567,#909,PrimaDonna Twist,Black,F70,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
909,571,#910,PrimaDonna Twist,Black,G70,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
910,560,#911,PrimaDonna Twist,Black,D75,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
911,554,#912,PrimaDonna Twist,Black,E75,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
912,566,#913,PrimaDonna Twist,Black,F75,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
913,570,#914,PrimaDonna Twist,Black,G75,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
914,576,#915,PrimaDonna Twist,Black,C80,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
915,563,#916,PrimaDonna Twist,Black,D80,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
916,557,#917,PrimaDonna Twist,Black,E80,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
917,569,#918,PrimaDonna Twist,Black,F80,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
918,573,#919,PrimaDonna Twist,Black,G80,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
919,575,#920,PrimaDonna Twist,Black,H80,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
920,562,#921,PrimaDonna Twist,Black,D85,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
921,556,#922,PrimaDonna Twist,Black,E85,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
922,568,#923,PrimaDonna Twist,Black,F85,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
923,572,#924,PrimaDonna Twist,Black,G85,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
924,559,#925,PrimaDonna Twist,Black,D90,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
925,553,#926,PrimaDonna Twist,Black,E90,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
926,565,#927,PrimaDonna Twist,Black,F90,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
927,574,#928,PrimaDonna Twist,Black,C95,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
928,564,#929,PrimaDonna Twist,Black,D95,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
929,558,#930,PrimaDonna Twist,Black,E95,241972,5.40E+12,79.9,31.96,Balconette  ,Permanent,Van De Velde Group,High Tier
930,244,#931,PrimaDonna,Ivory,C90,161811,5.40E+12,99.9,39.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
931,283,#932,PrimaDonna,Black,D115,161811,5.40E+12,99.9,37.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
932,256,#933,PrimaDonna,Beige,B105,161811,5.40E+12,99.9,37.96,Full Cup  ,Permanent,Van De Velde Group,High Tier
933,1252,#934,Marie Jo,Blue,B75,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
934,1258,#935,Marie Jo,Blue,C75,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
935,1261,#936,Marie Jo,Blue,D75,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
936,1253,#937,Marie Jo,Blue,B80,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
937,1259,#938,Marie Jo,Blue,C80,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
938,1263,#939,Marie Jo,Blue,D80,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
939,1251,#940,Marie Jo,Blue,A85,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
940,1254,#941,Marie Jo,Blue,B85,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
941,1256,#942,Marie Jo,Blue,C85,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
942,1262,#943,Marie Jo,Blue,D85,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
943,1255,#944,Marie Jo,Blue,B90,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
944,1257,#945,Marie Jo,Blue,C90,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
945,1260,#946,Marie Jo,Blue,D90,100416,5.40E+12,89.9,35.96,Heart Shaped  ,Fashion,Van De Velde Group,High Tier
946,1274,#947,Marie Jo,Black,D70,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
947,1280,#948,Marie Jo,Black,E70,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
948,1268,#949,Marie Jo,Black,B75,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
949,1271,#950,Marie Jo,Black,C75,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
950,1273,#951,Marie Jo,Black,D75,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
951,1278,#952,Marie Jo,Black,E75,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
952,1267,#953,Marie Jo,Black,B80,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
953,1272,#954,Marie Jo,Black,C80,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
954,1275,#955,Marie Jo,Black,D80,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
955,1279,#956,Marie Jo,Black,E80,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
956,1266,#957,Marie Jo,Black,B85,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
957,1269,#958,Marie Jo,Black,C85,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
958,1277,#959,Marie Jo,Black,D85,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
959,1281,#960,Marie Jo,Black,E85,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
960,1270,#961,Marie Jo,Black,C90,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
961,1276,#962,Marie Jo,Black,D90,102576,5.40E+12,99.9,39.96,Plunge  ,Permanent,Van De Velde Group,High Tier
962,25,#963,Marie Jo,Ivory,B80,101337,5.40E+12,94.9,39.54,Push Up  ,Permanent,Van De Velde Group,High Tier
963,11,#964,Marie Jo,Red,D85,100416,5.40E+12,86.9,35.4,Heart Shaped  ,Permanent,Van De Velde Group,High Tier
964,1566,#965,PrimaDonna,Multicolor,B100,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
965,1570,#966,PrimaDonna,Multicolor,D80,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
966,1572,#967,PrimaDonna,Multicolor,C85,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
967,1563,#968,PrimaDonna,Multicolor,D85,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
968,1556,#969,PrimaDonna,Multicolor,E85,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
969,1565,#970,PrimaDonna,Multicolor,D90,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
970,1561,#971,PrimaDonna,Multicolor,E90,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
971,1560,#972,PrimaDonna,Multicolor,D95,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
972,1555,#973,PrimaDonna,Multicolor,E95,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
973,1567,#974,PrimaDonna,Multicolor,C100,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
974,1564,#975,PrimaDonna,Multicolor,D100,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
975,1552,#976,PrimaDonna,Multicolor,E100,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
976,1568,#977,PrimaDonna,Multicolor,F75,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
977,1553,#978,PrimaDonna,Multicolor,G80,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
978,1554,#979,PrimaDonna,Multicolor,F80,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
979,1574,#980,PrimaDonna,Multicolor,F85,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
980,1557,#981,PrimaDonna,Multicolor,G85,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
981,1559,#982,PrimaDonna,Multicolor,H85,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
982,1558,#983,PrimaDonna,Multicolor,F90,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
983,1550,#984,PrimaDonna,Multicolor,G90,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
984,1549,#985,PrimaDonna,Multicolor,H90,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
985,1562,#986,PrimaDonna,Multicolor,F95,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
986,1551,#987,PrimaDonna,Multicolor,G95,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
987,1571,#988,PrimaDonna,Multicolor,F100,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
988,1569,#989,PrimaDonna,Multicolor,H100,162121,5.40E+12,89.9,35.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
989,1483,#990,PrimaDonna,Red,E70,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
990,1482,#991,PrimaDonna,Red,D80,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
991,1479,#992,PrimaDonna,Red,D90,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
992,1480,#993,PrimaDonna,Red,E90,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
993,1481,#994,PrimaDonna,Red,E95,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
994,1478,#995,PrimaDonna,Red,D105,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
995,1477,#996,PrimaDonna,Red,D110,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
996,1476,#997,PrimaDonna,Red,E110,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
997,1468,#998,PrimaDonna,Red,G80,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
998,1471,#999,PrimaDonna,Red,H80,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
999,1461,#1000,PrimaDonna,Red,F85,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1000,1467,#1001,PrimaDonna,Red,G85,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1001,1470,#1002,PrimaDonna,Red,H85,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1002,1464,#1003,PrimaDonna,Red,F90,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1003,1463,#1004,PrimaDonna,Red,G90,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1004,1460,#1005,PrimaDonna,Red,H90,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1005,259,#1006,PrimaDonna,Beige,F95,161811,5.40E+12,99.9,39.54,Full Cup  ,Permanent,Van De Velde Group,High Tier
1006,1466,#1007,PrimaDonna,Red,F95,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1007,1462,#1008,PrimaDonna,Red,G95,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1008,1473,#1009,PrimaDonna,Red,H95,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1009,1465,#1010,PrimaDonna,Red,F100,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1010,1469,#1011,PrimaDonna,Red,G100,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1011,1472,#1012,PrimaDonna,Red,H100,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1012,1475,#1013,PrimaDonna,Red,F110,161811,5.40E+12,99.9,41.63,Full Cup  ,Permanent,Van De Velde Group,High Tier
1013,93,#1014,PrimaDonna Twist,Rose,E75,141970,5.40E+12,79.9,33.29,Full Cup  ,Fashion,Van De Velde Group,High Tier
1014,96,#1015,PrimaDonna Twist,Rose,F75,141970,5.40E+12,79.9,33.29,Full Cup  ,Fashion,Van De Velde Group,High Tier
1015,85,#1016,PrimaDonna Twist,Rose,C80,141970,5.40E+12,79.9,33.29,Full Cup  ,Fashion,Van De Velde Group,High Tier
1016,102,#1017,PrimaDonna Twist,Rose,F80,141970,5.40E+12,79.9,33.29,Full Cup  ,Fashion,Van De Velde Group,High Tier
1017,91,#1018,PrimaDonna Twist,Rose,C85,141970,5.40E+12,79.9,33.29,Full Cup  ,Fashion,Van De Velde Group,High Tier
1018,86,#1019,PrimaDonna Twist,Rose,D85,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1019,94,#1020,PrimaDonna Twist,Rose,E85,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1020,100,#1021,PrimaDonna Twist,Rose,F85,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1021,98,#1022,PrimaDonna Twist,Rose,G85,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1022,97,#1023,PrimaDonna Twist,Rose,H85,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1023,89,#1024,PrimaDonna Twist,Rose,C100,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1024,103,#1025,PrimaDonna Twist,Rose,C90,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1025,90,#1026,PrimaDonna Twist,Rose,D90,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1026,88,#1027,PrimaDonna Twist,Rose,E90,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1027,92,#1028,PrimaDonna Twist,Rose,C95,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1028,95,#1029,PrimaDonna Twist,Rose,D95,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1029,101,#1030,PrimaDonna Twist,Rose,E95,141970,5.40E+12,79.9,31.96,Full Cup  ,Fashion,Van De Velde Group,High Tier
1030,117,#1031,PrimaDonna Twist,White,F95,141970,5.40E+12,79.9,33.29,Full Cup  ,Permanent,Van De Velde Group,High Tier
1031,393,#1032,PrimaDonna Twist,Rose,D70,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
1032,387,#1033,PrimaDonna Twist,Rose,E70,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
1033,388,#1034,PrimaDonna Twist,Rose,F70,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
1034,392,#1035,PrimaDonna Twist,Rose,C75,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
1035,394,#1036,PrimaDonna Twist,Rose,D75,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
1036,378,#1037,PrimaDonna Twist,Rose,E75,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
1037,386,#1038,PrimaDonna Twist,Rose,C80,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
1038,379,#1039,PrimaDonna Twist,Rose,D80,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
1039,391,#1040,PrimaDonna Twist,Rose,E80,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
1040,380,#1041,PrimaDonna Twist,Rose,C85,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
1041,389,#1042,PrimaDonna Twist,Rose,D85,241972,5.40E+12,79.9,33.29,Balconette  ,Fashion,Van De Velde Group,High Tier
